股票代號,股票名稱,日期,收盤價,漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
1723,中碳,2026-04-17,81.2,-0.3,665885,53874906,紅縮,否,是,81.2,81.2,81.2,81.2,0.0,0.0,0.0
1725,元禎,2026-04-17,31.0,0.1,176301,5493353,綠縮,否,是,31.0,31.0,31.0,31.0,0.0,0.0,0.0
1726,永記,2026-04-17,76.5,0.1,26055,1993053,紅縮,否,是,76.5,76.5,76.5,76.5,0.0,0.0,0.0
1727,中華化,2026-04-17,56.3,2.1,5290409,292439834,綠縮,否,是,56.3,56.3,56.3,56.3,0.0,0.0,0.0
1730,花仙子,2026-04-17,52.8,0.0,23572,1242857,綠縮,否,是,52.8,52.8,52.8,52.8,0.0,0.0,0.0
1731,美吾華,2026-04-17,21.85,-0.05,87656,1914230,綠縮,否,是,21.85,21.85,21.85,21.85,0.0,0.0,0.0
1732,毛寶,2026-04-17,26.1,-0.1,50580,1323689,綠縮,否,是,26.1,26.1,26.1,26.1,0.0,0.0,0.0
1733,五鼎,2026-04-17,29.6,-0.35,166431,4945081,紅縮,否,是,29.6,29.6,29.6,29.6,0.0,0.0,0.0
1734,杏輝,2026-04-17,32.15,0.05,509050,16339043,綠縮,否,是,32.15,32.15,32.15,32.15,0.0,0.0,0.0
1735,日勝化,2026-04-17,29.3,1.2,2411133,70787583,綠縮,否,是,29.3,29.3,29.3,29.3,0.0,0.0,0.0
1736,喬山,2026-04-17,118.5,-1.5,499413,59398232,綠縮,否,是,118.5,118.5,118.5,118.5,0.0,0.0,0.0
1737,臺鹽,2026-04-17,32.2,0.0,77949,2501594,綠縮,否,是,32.2,32.2,32.2,32.2,0.0,0.0,0.0
1752,南光,2026-04-17,35.55,-0.05,94764,3371535,,否,是,35.55,35.55,35.55,35.55,0.0,0.0,0.0
1760,寶齡富錦,2026-04-17,64.5,-0.5,342086,21894456,,否,是,64.5,64.5,64.5,64.5,0.0,0.0,0.0
1762,中化生,2026-04-17,29.35,-0.35,62575,1842857,綠縮,否,是,29.35,29.35,29.35,29.35,0.0,0.0,0.0
1773,勝一,2026-04-17,157.5,2.0,1096376,171836085,綠縮,否,是,157.5,157.5,157.5,157.5,0.0,0.0,0.0
1776,展宇,2026-04-17,16.15,-0.15,34696,560431,紅縮,否,是,16.15,16.15,16.15,16.15,0.0,0.0,0.0
1783,和康生,2026-04-17,41.75,-0.2,97494,4076656,綠縮,否,是,41.75,41.75,41.75,41.75,0.0,0.0,0.0
1786,科妍,2026-04-17,63.4,-1.5,336560,21694499,綠縮,否,是,63.4,63.4,63.4,63.4,0.0,0.0,0.0
1789,神隆,2026-04-17,21.9,0.3,1108377,23823423,紅縮,否,是,21.9,21.9,21.9,21.9,0.0,0.0,0.0
1795,美時,2026-04-17,234.5,-1.5,2020860,474726047,,否,是,234.5,234.5,234.5,234.5,0.0,0.0,0.0
1802,台玻,2026-04-17,74.2,4.3,346753094,25303919250,綠縮,否,是,74.2,74.2,74.2,74.2,0.0,0.0,0.0
1805,寶徠,2026-04-17,11.0,0.0,51505,561925,紅縮,否,是,11.0,11.0,11.0,11.0,0.0,0.0,0.0
1806,冠軍,2026-04-17,8.36,-0.08,218866,1835225,綠縮,否,是,8.36,8.36,8.36,8.36,0.0,0.0,0.0
1808,潤隆,2026-04-17,30.05,-0.3,1512237,45580016,紅縮,否,是,30.05,30.05,30.05,30.05,0.0,0.0,0.0
1809,中釉,2026-04-17,27.2,0.1,3716439,101504894,綠縮,否,是,27.2,27.2,27.2,27.2,0.0,0.0,0.0
1810,和成,2026-04-17,18.5,0.45,4140681,77359470,綠縮,否,是,18.5,18.5,18.5,18.5,0.0,0.0,0.0
1817,凱撒衛,2026-04-17,38.7,-0.15,32520,1256922,綠縮,否,是,38.7,38.7,38.7,38.7,0.0,0.0,0.0
1903,士紙,2026-04-17,49.3,-0.15,175618,8653884,綠縮,否,是,49.3,49.3,49.3,49.3,0.0,0.0,0.0
1904,正隆,2026-04-17,18.6,-0.3,1347857,25256238,綠縮,否,是,18.6,18.6,18.6,18.6,0.0,0.0,0.0
1905,華紙,2026-04-17,14.1,-0.5,3758572,53984871,綠縮,否,是,14.1,14.1,14.1,14.1,0.0,0.0,0.0
1906,寶隆,2026-04-17,11.9,0.1,108005,1270463,紅縮,否,是,11.9,11.9,11.9,11.9,0.0,0.0,0.0
1907,永豐餘,2026-04-17,25.55,-0.4,1040960,26889419,綠縮,否,是,25.55,25.55,25.55,25.55,0.0,0.0,0.0
1909,榮成,2026-04-17,9.61,-0.08,2554425,24697404,紅縮,否,是,9.61,9.61,9.61,9.61,0.0,0.0,0.0
2002,中鋼,2026-04-17,20.1,0.15,26198191,524920517,紅縮,否,是,20.1,20.1,20.1,20.1,0.0,0.0,0.0
2002A,中鋼特,2026-04-17,38.9,-0.05,9299,360864,紅縮,否,是,38.9,38.9,38.9,38.9,0.0,0.0,0.0
2006,東和鋼鐵,2026-04-17,71.8,0.8,2306834,165392409,綠縮,否,是,71.8,71.8,71.8,71.8,0.0,0.0,0.0
2007,燁興,2026-04-17,8.0,-0.03,306252,2442147,綠縮,否,是,8.0,8.0,8.0,8.0,0.0,0.0,0.0
2008,高興昌,2026-04-17,27.4,-0.05,29804,815195,綠縮,否,是,27.4,27.4,27.4,27.4,0.0,0.0,0.0
2009,第一銅,2026-04-17,40.5,-0.75,1889789,76440542,綠縮,否,是,40.5,40.5,40.5,40.5,0.0,0.0,0.0
2010,春源,2026-04-17,24.95,-0.15,1968439,49298229,綠縮,否,是,24.95,24.95,24.95,24.95,0.0,0.0,0.0
2012,春雨,2026-04-17,16.0,0.05,47260,749319,綠縮,否,是,16.0,16.0,16.0,16.0,0.0,0.0,0.0
2013,中鋼構,2026-04-17,44.05,-0.05,120780,5305060,綠縮,否,是,44.05,44.05,44.05,44.05,0.0,0.0,0.0
2014,中鴻,2026-04-17,18.65,0.1,8400552,158247083,綠縮,否,是,18.65,18.65,18.65,18.65,0.0,0.0,0.0
2015,豐興,2026-04-17,62.9,-0.8,394766,24787232,綠縮,否,是,62.9,62.9,62.9,62.9,0.0,0.0,0.0
2017,官田鋼,2026-04-17,9.33,-0.1,1078101,10082402,紅縮,否,是,9.33,9.33,9.33,9.33,0.0,0.0,0.0
2020,美亞,2026-04-17,23.15,-0.25,775140,17955398,綠縮,否,是,23.15,23.15,23.15,23.15,0.0,0.0,0.0
2022,聚亨,2026-04-17,8.83,-0.03,953585,8418078,綠縮,否,是,8.83,8.83,8.83,8.83,0.0,0.0,0.0
2023,燁輝,2026-04-17,14.0,0.0,1265967,17700318,綠縮,否,是,14.0,14.0,14.0,14.0,0.0,0.0,0.0
2024,志聯,2026-04-17,14.95,0.3,20126,296997,綠縮,否,是,14.95,14.95,14.95,14.95,0.0,0.0,0.0
2025,千興,2026-04-17,12.25,0.0,252557,3047072,綠縮,否,是,12.25,12.25,12.25,12.25,0.0,0.0,0.0
2027,大成鋼,2026-04-17,37.6,0.3,11212042,420262606,綠縮,否,是,37.6,37.6,37.6,37.6,0.0,0.0,0.0
2028,威致,2026-04-17,19.15,-0.35,157197,3009665,綠縮,否,是,19.15,19.15,19.15,19.15,0.0,0.0,0.0
2029,盛餘,2026-04-17,20.6,-0.15,286573,5894022,紅縮,否,是,20.6,20.6,20.6,20.6,0.0,0.0,0.0
2030,彰源,2026-04-17,16.5,0.05,656250,10787808,綠縮,否,是,16.5,16.5,16.5,16.5,0.0,0.0,0.0
2031,新光鋼,2026-04-17,41.0,0.0,568203,23337532,綠縮,否,是,41.0,41.0,41.0,41.0,0.0,0.0,0.0
2032,新鋼,2026-04-17,16.35,-0.1,271655,4462178,綠縮,否,是,16.35,16.35,16.35,16.35,0.0,0.0,0.0
2033,佳大,2026-04-17,16.65,0.05,134563,2236124,綠縮,否,是,16.65,16.65,16.65,16.65,0.0,0.0,0.0
2034,允強,2026-04-17,21.0,0.25,1605260,33686156,紅縮,否,是,21.0,21.0,21.0,21.0,0.0,0.0,0.0
2038,海光,2026-04-17,15.2,-0.15,634949,9715142,綠縮,否,是,15.2,15.2,15.2,15.2,0.0,0.0,0.0
2049,上銀,2026-04-17,291.0,12.0,12709865,3680828569,綠縮,否,是,291.0,291.0,291.0,291.0,0.0,0.0,0.0
2059,川湖,2026-04-17,3640.0,195.0,1005655,3580212965,綠縮,否,是,3640.0,3640.0,3640.0,3640.0,0.0,0.0,0.0
2062,橋椿,2026-04-17,22.0,0.1,364174,7998694,紅縮,否,是,22.0,22.0,22.0,22.0,0.0,0.0,0.0
2069,運錩,2026-04-17,18.5,0.0,285066,5285725,紅縮,否,是,18.5,18.5,18.5,18.5,0.0,0.0,0.0
2072,世紀風電,2026-04-17,181.0,-4.0,522526,95009248,,否,是,181.0,181.0,181.0,181.0,0.0,0.0,0.0
2101,南港,2026-04-17,35.65,-0.8,1415482,50908746,綠縮,否,是,35.65,35.65,35.65,35.65,0.0,0.0,0.0
2102,泰豐,2026-04-17,18.9,-0.3,354159,6726056,綠縮,否,是,18.9,18.9,18.9,18.9,0.0,0.0,0.0
2103,台橡,2026-04-17,19.05,-0.3,2727692,52147937,紅縮,否,是,19.05,19.05,19.05,19.05,0.0,0.0,0.0
2104,國際中橡,2026-04-17,11.45,-0.05,3389315,39250791,紅縮,否,是,11.45,11.45,11.45,11.45,0.0,0.0,0.0
2105,正新,2026-04-17,32.65,-0.05,7461614,243333910,紅縮,否,是,32.65,32.65,32.65,32.65,0.0,0.0,0.0
2106,建大,2026-04-17,18.6,-0.05,448885,8348319,紅縮,否,是,18.6,18.6,18.6,18.6,0.0,0.0,0.0
2107,厚生,2026-04-17,26.05,-0.05,396437,10318153,綠縮,否,是,26.05,26.05,26.05,26.05,0.0,0.0,0.0
2108,南帝,2026-04-17,26.05,0.05,521260,13577469,綠縮,否,是,26.05,26.05,26.05,26.05,0.0,0.0,0.0
2109,華豐,2026-04-17,14.7,-0.05,96653,1420464,綠縮,否,是,14.7,14.7,14.7,14.7,0.0,0.0,0.0
2114,鑫永銓,2026-04-17,88.9,-0.4,18045,1606793,綠縮,否,是,88.9,88.9,88.9,88.9,0.0,0.0,0.0
2115,六暉-KY,2026-04-17,21.7,0.1,96338,2081224,紅縮,否,是,21.7,21.7,21.7,21.7,0.0,0.0,0.0
2201,裕隆,2026-04-17,26.75,-0.5,4563206,123083983,綠縮,否,是,26.75,26.75,26.75,26.75,0.0,0.0,0.0
2204,中華,2026-04-17,54.5,-0.5,1076353,58870667,綠縮,否,是,54.5,54.5,54.5,54.5,0.0,0.0,0.0
2206,三陽工業,2026-04-17,58.6,-0.2,773367,45497312,綠縮,否,是,58.6,58.6,58.6,58.6,0.0,0.0,0.0
2207,和泰車,2026-04-17,515.0,-1.0,266449,136847629,綠縮,否,是,515.0,515.0,515.0,515.0,0.0,0.0,0.0
2208,台船,2026-04-17,21.1,0.3,3974639,83425501,綠縮,否,是,21.1,21.1,21.1,21.1,0.0,0.0,0.0
2211,長榮鋼,2026-04-17,100.0,-0.5,398691,40009190,,否,是,100.0,100.0,100.0,100.0,0.0,0.0,0.0
2227,裕日車,2026-04-17,55.5,0.5,53762,2938043,紅縮,否,是,55.5,55.5,55.5,55.5,0.0,0.0,0.0
2228,劍麟,2026-04-17,90.5,-0.1,140042,12784062,紅縮,否,是,90.5,90.5,90.5,90.5,0.0,0.0,0.0
2231,為升,2026-04-17,126.5,-1.5,2921181,370994750,紅縮,否,是,126.5,126.5,126.5,126.5,0.0,0.0,0.0
2233,宇隆,2026-04-17,231.5,0.0,460293,105995382,,否,是,231.5,231.5,231.5,231.5,0.0,0.0,0.0
2236,百達-KY,2026-04-17,126.5,-3.0,593720,75059115,綠縮,否,是,126.5,126.5,126.5,126.5,0.0,0.0,0.0
2239,英利-KY,2026-04-17,24.0,0.45,73399,1747929,紅縮,否,是,24.0,24.0,24.0,24.0,0.0,0.0,0.0
2241,艾姆勒,2026-04-17,28.45,0.55,310681,8858964,,否,是,28.45,28.45,28.45,28.45,0.0,0.0,0.0
2243,宏旭-KY,2026-04-17,23.6,0.4,1065940,25056551,,否,是,23.6,23.6,23.6,23.6,0.0,0.0,0.0
2247,汎德永業,2026-04-17,234.5,-1.5,58755,13860796,,否,是,234.5,234.5,234.5,234.5,0.0,0.0,0.0
2248,華勝-KY,2026-04-17,54.3,1.5,107554,5911889,,否,是,54.3,54.3,54.3,54.3,0.0,0.0,0.0
2250,IKKA-KY,2026-04-17,64.0,0.2,55683,3572922,,否,是,64.0,64.0,64.0,64.0,0.0,0.0,0.0
2254,巨鎧精密-創,2026-04-17,70.5,0.9,20649,1443110,,否,是,70.5,70.5,70.5,70.5,0.0,0.0,0.0
2258,鴻華先進-創,2026-04-17,28.3,0.05,769671,21813880,,否,是,28.3,28.3,28.3,28.3,0.0,0.0,0.0
2301,光寶科,2026-04-17,162.0,1.0,18876840,3057067605,綠縮,否,是,162.0,162.0,162.0,162.0,0.0,0.0,0.0
2302,麗正,2026-04-17,19.4,1.1,3413513,65707396,綠縮,否,是,19.4,19.4,19.4,19.4,0.0,0.0,0.0
2303,聯電,2026-04-17,73.0,4.7,497159388,36123210919,綠縮,否,是,73.0,73.0,73.0,73.0,0.0,0.0,0.0
2305,全友,2026-04-17,17.7,-0.05,2008135,35606809,綠縮,否,是,17.7,17.7,17.7,17.7,0.0,0.0,0.0
2308,台達電,2026-04-17,1840.0,-5.0,10769751,19954933595,綠縮,否,是,1840.0,1840.0,1840.0,1840.0,0.0,0.0,0.0
2312,金寶,2026-04-17,24.55,-1.15,85951505,2142374342,綠縮,否,是,24.55,24.55,24.55,24.55,0.0,0.0,0.0
2313,華通,2026-04-17,261.5,1.5,46014475,12091023818,綠縮,否,是,261.5,261.5,261.5,261.5,0.0,0.0,0.0
2314,台揚,2026-04-17,15.45,1.4,471300,7103759,紅縮,否,是,15.45,15.45,15.45,15.45,0.0,0.0,0.0
2316,楠梓電,2026-04-17,114.5,0.0,5157050,590994861,綠縮,否,是,114.5,114.5,114.5,114.5,0.0,0.0,0.0
2317,鴻海,2026-04-17,206.0,-1.0,48943270,10087096305,綠縮,否,是,206.0,206.0,206.0,206.0,0.0,0.0,0.0
2321,東訊,2026-04-17,13.3,-0.05,98049,1331802,綠縮,否,是,13.3,13.3,13.3,13.3,0.0,0.0,0.0
2323,中環,2026-04-17,10.75,-0.15,5855606,63151371,綠縮,否,是,10.75,10.75,10.75,10.75,0.0,0.0,0.0
2324,仁寶,2026-04-17,30.35,0.95,99623636,3048090939,綠縮,否,是,30.35,30.35,30.35,30.35,0.0,0.0,0.0
2327,國巨*,2026-04-17,316.5,-8.5,50323777,16356461720,綠縮,否,是,316.5,316.5,316.5,316.5,0.0,0.0,0.0
2328,廣宇,2026-04-17,45.6,0.3,2760475,125879792,綠縮,否,是,45.6,45.6,45.6,45.6,0.0,0.0,0.0
2329,華泰,2026-04-17,61.5,1.0,32544470,2009880163,綠縮,否,是,61.5,61.5,61.5,61.5,0.0,0.0,0.0
2330,台積電,2026-04-17,2030.0,-55.0,44433257,90757552556,綠縮,否,是,2030.0,2030.0,2030.0,2030.0,0.0,0.0,0.0
2331,精英,2026-04-17,21.8,-0.35,2601113,57240938,綠縮,否,是,21.8,21.8,21.8,21.8,0.0,0.0,0.0
2332,友訊,2026-04-17,15.35,-0.1,2288325,35120402,綠縮,否,是,15.35,15.35,15.35,15.35,0.0,0.0,0.0
2337,旺宏,2026-04-17,131.0,-8.0,119145758,15866226034,綠縮,否,是,131.0,131.0,131.0,131.0,0.0,0.0,0.0
2338,光罩,2026-04-17,50.9,4.55,9336417,460339487,綠縮,否,是,50.9,50.9,50.9,50.9,0.0,0.0,0.0
2340,台亞,2026-04-17,32.3,0.05,32717902,1055581907,綠縮,否,是,32.3,32.3,32.3,32.3,0.0,0.0,0.0
2342,茂矽,2026-04-17,30.5,0.45,1716306,52938459,綠縮,否,是,30.5,30.5,30.5,30.5,0.0,0.0,0.0
2344,華邦電,2026-04-17,87.8,-1.8,121007219,10629813145,綠縮,否,是,87.8,87.8,87.8,87.8,0.0,0.0,0.0
2345,智邦,2026-04-17,2070.0,35.0,3419131,7100942455,綠縮,否,是,2070.0,2070.0,2070.0,2070.0,0.0,0.0,0.0
2347,聯強,2026-04-17,83.9,1.7,5798597,484951289,綠縮,否,是,83.9,83.9,83.9,83.9,0.0,0.0,0.0
2348,海悅,2026-04-17,77.5,-1.0,201347,15655371,綠縮,否,是,77.5,77.5,77.5,77.5,0.0,0.0,0.0
2348A,海悅甲特,2026-04-17,38.1,0.1,80005,3041188,,否,是,38.1,38.1,38.1,38.1,0.0,0.0,0.0
2349,錸德,2026-04-17,13.75,-0.4,6403162,89834940,綠縮,否,是,13.75,13.75,13.75,13.75,0.0,0.0,0.0
2351,順德,2026-04-17,129.0,7.0,9591924,1224304827,綠縮,否,是,129.0,129.0,129.0,129.0,0.0,0.0,0.0
2352,佳世達,2026-04-17,25.65,0.4,6422334,164001057,綠縮,否,是,25.65,25.65,25.65,25.65,0.0,0.0,0.0
2353,宏碁,2026-04-17,28.7,0.3,42007695,1202208194,綠縮,否,是,28.7,28.7,28.7,28.7,0.0,0.0,0.0
2354,鴻準,2026-04-17,51.6,-1.0,5367837,280245440,紅縮,否,是,51.6,51.6,51.6,51.6,0.0,0.0,0.0
2355,敬鵬,2026-04-17,52.1,0.3,10998014,572855629,紅縮,否,是,52.1,52.1,52.1,52.1,0.0,0.0,0.0
2356,英業達,2026-04-17,45.75,0.75,34823294,1591404069,綠縮,否,是,45.75,45.75,45.75,45.75,0.0,0.0,0.0
2357,華碩,2026-04-17,599.0,10.0,5743396,3438595929,綠縮,否,是,599.0,599.0,599.0,599.0,0.0,0.0,0.0
2359,所羅門,2026-04-17,115.0,0.0,789115,90807168,綠縮,否,是,115.0,115.0,115.0,115.0,0.0,0.0,0.0
2360,致茂,2026-04-17,2255.0,205.0,5889788,12934126858,綠縮,否,是,2255.0,2255.0,2255.0,2255.0,0.0,0.0,0.0
2362,藍天,2026-04-17,38.35,0.05,671530,25879780,綠縮,否,是,38.35,38.35,38.35,38.35,0.0,0.0,0.0
2363,矽統,2026-04-17,54.4,1.1,39440999,2140104986,綠縮,否,是,54.4,54.4,54.4,54.4,0.0,0.0,0.0
2364,倫飛,2026-04-17,64.9,1.1,228279,14837753,綠縮,否,是,64.9,64.9,64.9,64.9,0.0,0.0,0.0
2365,昆盈,2026-04-17,34.9,0.6,10831845,378975497,綠縮,否,是,34.9,34.9,34.9,34.9,0.0,0.0,0.0
2367,燿華,2026-04-17,68.5,-1.9,40540380,2814940170,綠縮,否,是,68.5,68.5,68.5,68.5,0.0,0.0,0.0
2368,金像電,2026-04-17,1175.0,10.0,3836017,4520334720,綠縮,否,是,1175.0,1175.0,1175.0,1175.0,0.0,0.0,0.0
2369,菱生,2026-04-17,30.6,-0.5,7800133,240057449,綠縮,否,是,30.6,30.6,30.6,30.6,0.0,0.0,0.0
2371,大同,2026-04-17,33.1,0.55,27226386,900569799,綠縮,否,是,33.1,33.1,33.1,33.1,0.0,0.0,0.0
2373,震旦行,2026-04-17,58.1,0.6,84842,4911841,紅縮,否,是,58.1,58.1,58.1,58.1,0.0,0.0,0.0
2374,佳能,2026-04-17,72.3,0.1,2410077,174310199,綠縮,否,是,72.3,72.3,72.3,72.3,0.0,0.0,0.0
2375,凱美,2026-04-17,88.0,0.5,6105285,544847274,綠縮,否,是,88.0,88.0,88.0,88.0,0.0,0.0,0.0
2376,技嘉,2026-04-17,281.5,0.5,10874650,3062184598,綠縮,否,是,281.5,281.5,281.5,281.5,0.0,0.0,0.0
2377,微星,2026-04-17,91.9,1.1,4776850,437315328,綠縮,否,是,91.9,91.9,91.9,91.9,0.0,0.0,0.0
2379,瑞昱,2026-04-17,531.0,-9.0,3344687,1779963419,綠縮,否,是,531.0,531.0,531.0,531.0,0.0,0.0,0.0
2380,虹光,2026-04-17,5.3,-0.11,432087,2295099,紅縮,否,是,5.3,5.3,5.3,5.3,0.0,0.0,0.0
2382,廣達,2026-04-17,323.0,4.5,20083510,6505423257,綠縮,否,是,323.0,323.0,323.0,323.0,0.0,0.0,0.0
2383,台光電,2026-04-17,3800.0,-35.0,2796395,10633043245,綠縮,否,是,3800.0,3800.0,3800.0,3800.0,0.0,0.0,0.0
2385,群光,2026-04-17,125.5,-0.5,4518020,567713484,綠縮,否,是,125.5,125.5,125.5,125.5,0.0,0.0,0.0
2387,精元,2026-04-17,40.35,0.25,713032,28937221,綠縮,否,是,40.35,40.35,40.35,40.35,0.0,0.0,0.0
2388,威盛,2026-04-17,65.3,3.9,14663038,939091054,綠縮,否,是,65.3,65.3,65.3,65.3,0.0,0.0,0.0
2390,云辰,2026-04-17,10.1,0.0,642202,6505986,紅縮,否,是,10.1,10.1,10.1,10.1,0.0,0.0,0.0
2392,正崴,2026-04-17,36.6,-0.25,1689238,62381545,紅縮,否,是,36.6,36.6,36.6,36.6,0.0,0.0,0.0
2393,億光,2026-04-17,73.3,0.7,2270343,166583410,綠縮,否,是,73.3,73.3,73.3,73.3,0.0,0.0,0.0
2395,研華,2026-04-17,366.0,11.0,5334989,1951475482,綠縮,否,是,366.0,366.0,366.0,366.0,0.0,0.0,0.0
2397,友通,2026-04-17,60.1,0.8,222804,13319006,綠縮,否,是,60.1,60.1,60.1,60.1,0.0,0.0,0.0
2399,映泰,2026-04-17,35.25,0.25,11600366,414665861,綠縮,否,是,35.25,35.25,35.25,35.25,0.0,0.0,0.0
2401,凌陽,2026-04-17,23.65,0.95,13879070,329658110,綠縮,否,是,23.65,23.65,23.65,23.65,0.0,0.0,0.0
2402,毅嘉,2026-04-17,77.7,7.0,39487468,3009877203,綠縮,否,是,77.7,77.7,77.7,77.7,0.0,0.0,0.0
2404,漢唐,2026-04-17,1025.0,90.0,11342323,11197184031,綠縮,否,是,1025.0,1025.0,1025.0,1025.0,0.0,0.0,0.0
2405,輔信,2026-04-17,15.75,-0.05,1608084,25437114,綠縮,否,是,15.75,15.75,15.75,15.75,0.0,0.0,0.0
2406,國碩,2026-04-17,33.95,1.15,12653074,420822390,綠縮,否,是,33.95,33.95,33.95,33.95,0.0,0.0,0.0
2408,南亞科,2026-04-17,210.0,-3.5,68274911,14305175139,綠縮,否,是,210.0,210.0,210.0,210.0,0.0,0.0,0.0
2409,友達,2026-04-17,19.85,-0.85,365101354,7327853059,綠縮,否,是,19.85,19.85,19.85,19.85,0.0,0.0,0.0
2412,中華電,2026-04-17,137.5,1.0,9367318,1283755934,綠縮,否,是,137.5,137.5,137.5,137.5,0.0,0.0,0.0
2413,環科,2026-04-17,52.0,1.4,3370236,176026046,綠縮,否,是,52.0,52.0,52.0,52.0,0.0,0.0,0.0
2414,精技,2026-04-17,45.3,-0.35,218099,9884766,綠縮,否,是,45.3,45.3,45.3,45.3,0.0,0.0,0.0
2415,錩新,2026-04-17,29.05,0.0,155824,4511220,紅縮,否,是,29.05,29.05,29.05,29.05,0.0,0.0,0.0
2417,圓剛,2026-04-17,41.4,0.45,811369,33357292,綠縮,否,是,41.4,41.4,41.4,41.4,0.0,0.0,0.0
2419,仲琦,2026-04-17,36.8,-0.95,12911437,478542138,綠縮,否,是,36.8,36.8,36.8,36.8,0.0,0.0,0.0
2420,新巨,2026-04-17,55.1,-0.3,240507,13242517,綠縮,否,是,55.1,55.1,55.1,55.1,0.0,0.0,0.0
2421,建準,2026-04-17,146.5,-0.5,4353755,637929495,綠縮,否,是,146.5,146.5,146.5,146.5,0.0,0.0,0.0
2423,固緯,2026-04-17,51.4,0.6,190099,9730250,綠縮,否,是,51.4,51.4,51.4,51.4,0.0,0.0,0.0
2424,隴華,2026-04-17,22.45,-0.35,168571,3835799,紅縮,否,是,22.45,22.45,22.45,22.45,0.0,0.0,0.0
2425,承啟,2026-04-17,30.2,-0.85,427576,13131112,綠縮,否,是,30.2,30.2,30.2,30.2,0.0,0.0,0.0
2426,鼎元,2026-04-17,54.4,1.2,3992014,214782640,綠縮,否,是,54.4,54.4,54.4,54.4,0.0,0.0,0.0
2427,三商電,2026-04-17,22.25,-0.15,574880,12835101,綠縮,否,是,22.25,22.25,22.25,22.25,0.0,0.0,0.0
2428,興勤,2026-04-17,182.5,-0.5,1150267,211420399,綠縮,否,是,182.5,182.5,182.5,182.5,0.0,0.0,0.0
2429,銘旺科,2026-04-17,39.85,-1.35,510869,20390078,綠縮,否,是,39.85,39.85,39.85,39.85,0.0,0.0,0.0
2430,燦坤,2026-04-17,21.75,0.05,250388,5429360,紅縮,否,是,21.75,21.75,21.75,21.75,0.0,0.0,0.0
2431,聯昌,2026-04-17,11.5,-0.15,428782,4931115,紅縮,否,是,11.5,11.5,11.5,11.5,0.0,0.0,0.0
2432,倚天酷碁-創,2026-04-17,28.35,0.4,117074,3324547,,否,是,28.35,28.35,28.35,28.35,0.0,0.0,0.0
2433,互盛電,2026-04-17,46.0,0.25,25195,1157155,綠縮,否,是,46.0,46.0,46.0,46.0,0.0,0.0,0.0
2434,統懋,2026-04-17,29.55,0.15,14550,429093,綠縮,否,是,29.55,29.55,29.55,29.55,0.0,0.0,0.0
2436,偉詮電,2026-04-17,63.1,0.0,3960690,251632247,綠縮,否,是,63.1,63.1,63.1,63.1,0.0,0.0,0.0
2438,翔耀,2026-04-17,22.45,0.65,263543,5879893,綠縮,否,是,22.45,22.45,22.45,22.45,0.0,0.0,0.0
2439,美律,2026-04-17,90.0,1.1,2912074,262612370,紅縮,否,是,90.0,90.0,90.0,90.0,0.0,0.0,0.0
2440,太空梭,2026-04-17,15.15,-0.15,400326,6033733,綠縮,否,是,15.15,15.15,15.15,15.15,0.0,0.0,0.0
2441,超豐,2026-04-17,88.4,-1.1,4512524,403205777,綠縮,否,是,88.4,88.4,88.4,88.4,0.0,0.0,0.0
2442,新美齊,2026-04-17,19.45,-0.45,4965988,97464833,綠縮,否,是,19.45,19.45,19.45,19.45,0.0,0.0,0.0
2444,兆勁,2026-04-17,13.9,1.25,2552454,35182823,紅縮,否,是,13.9,13.9,13.9,13.9,0.0,0.0,0.0
2449,京元電子,2026-04-17,275.0,-8.5,27061832,7496248724,綠縮,否,是,275.0,275.0,275.0,275.0,0.0,0.0,0.0
2450,神腦,2026-04-17,30.25,0.0,181751,5488400,紅縮,否,是,30.25,30.25,30.25,30.25,0.0,0.0,0.0
2451,創見,2026-04-17,246.5,-0.5,6598665,1651178329,綠縮,否,是,246.5,246.5,246.5,246.5,0.0,0.0,0.0
2453,凌群,2026-04-17,55.5,-0.5,447062,24812249,綠縮,否,是,55.5,55.5,55.5,55.5,0.0,0.0,0.0
2454,聯發科,2026-04-17,1925.0,30.0,16759982,32254903336,綠縮,否,是,1925.0,1925.0,1925.0,1925.0,0.0,0.0,0.0
2455,全新,2026-04-17,310.5,20.5,4501122,1385426238,綠縮,否,是,310.5,310.5,310.5,310.5,0.0,0.0,0.0
2457,飛宏,2026-04-17,24.75,-0.15,2193566,54319527,綠縮,否,是,24.75,24.75,24.75,24.75,0.0,0.0,0.0
2458,義隆,2026-04-17,138.0,-0.5,2832928,391730909,綠縮,否,是,138.0,138.0,138.0,138.0,0.0,0.0,0.0
2459,敦吉,2026-04-17,66.2,0.2,78384,5180215,綠縮,否,是,66.2,66.2,66.2,66.2,0.0,0.0,0.0
2460,建通,2026-04-17,36.8,-0.5,3250584,120416109,綠縮,否,是,36.8,36.8,36.8,36.8,0.0,0.0,0.0
2461,光群雷,2026-04-17,17.55,0.05,923270,16157164,綠縮,否,是,17.55,17.55,17.55,17.55,0.0,0.0,0.0
2462,良得電,2026-04-17,22.75,0.75,1368073,31639995,綠縮,否,是,22.75,22.75,22.75,22.75,0.0,0.0,0.0
