股票代號,股票名稱,日期,收盤價,漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
7823,奧義賽博-KY創,2026-04-17,79.6,-0.4,12459,993203,,否,是,79.6,79.6,79.6,79.6,0.0,0.0,0.0
8011,台通,2026-04-17,20.25,-0.15,1176012,24041253,紅縮,否,是,20.25,20.25,20.25,20.25,0.0,0.0,0.0
8016,矽創,2026-04-17,215.0,4.5,1565335,336277395,綠縮,否,是,215.0,215.0,215.0,215.0,0.0,0.0,0.0
8021,尖點,2026-04-17,390.5,35.5,4277551,1630612986,綠縮,否,是,390.5,390.5,390.5,390.5,0.0,0.0,0.0
8028,昇陽半導體,2026-04-17,187.0,-4.5,7987960,1496465195,,否,是,187.0,187.0,187.0,187.0,0.0,0.0,0.0
8033,雷虎,2026-04-17,148.0,3.0,5119404,757606439,綠縮,否,是,148.0,148.0,148.0,148.0,0.0,0.0,0.0
8039,台虹,2026-04-17,143.5,5.0,34717021,4993166061,綠縮,否,是,143.5,143.5,143.5,143.5,0.0,0.0,0.0
8045,達運光電,2026-04-17,73.5,-1.5,266212,19593846,,否,是,73.5,73.5,73.5,73.5,0.0,0.0,0.0
8046,南電,2026-04-17,724.0,3.0,25620533,18663794765,綠縮,否,是,724.0,724.0,724.0,724.0,0.0,0.0,0.0
8070,長華*,2026-04-17,48.3,1.9,6822484,329600868,紅縮,否,是,48.3,48.3,48.3,48.3,0.0,0.0,0.0
8072,陞泰,2026-04-17,29.6,-0.3,421602,12605667,綠縮,否,是,29.6,29.6,29.6,29.6,0.0,0.0,0.0
8081,致新,2026-04-17,241.0,3.5,543872,130344057,綠縮,否,是,241.0,241.0,241.0,241.0,0.0,0.0,0.0
8101,華冠,2026-04-17,14.25,-0.05,2851,39176,綠縮,否,是,14.25,14.25,14.25,14.25,0.0,0.0,0.0
8103,瀚荃,2026-04-17,93.1,0.9,2236206,208187880,綠縮,否,是,93.1,93.1,93.1,93.1,0.0,0.0,0.0
8104,錸寶,2026-04-17,40.0,2.0,10375375,416847940,,否,是,40.0,40.0,40.0,40.0,0.0,0.0,0.0
8105,凌巨,2026-04-17,13.95,-0.35,2418476,33858777,紅縮,否,是,13.95,13.95,13.95,13.95,0.0,0.0,0.0
8110,華東,2026-04-17,48.3,-1.2,6880952,336741286,綠縮,否,是,48.3,48.3,48.3,48.3,0.0,0.0,0.0
8112,至上,2026-04-17,87.2,1.4,23476947,2025306718,綠縮,否,是,87.2,87.2,87.2,87.2,0.0,0.0,0.0
8112A,至上甲特,2026-04-17,46.2,0.0,15786,728817,,否,是,46.2,46.2,46.2,46.2,0.0,0.0,0.0
8114,振樺電,2026-04-17,174.0,3.0,304871,52965319,綠縮,否,是,174.0,174.0,174.0,174.0,0.0,0.0,0.0
8131,福懋科,2026-04-17,60.7,-1.0,2545962,155066239,綠縮,否,是,60.7,60.7,60.7,60.7,0.0,0.0,0.0
8150,南茂,2026-04-17,67.3,-6.4,72669222,5136281743,綠縮,否,是,67.3,67.3,67.3,67.3,0.0,0.0,0.0
8162,微矽電子-創,2026-04-17,43.15,1.25,469477,20269305,,否,是,43.15,43.15,43.15,43.15,0.0,0.0,0.0
8163,達方,2026-04-17,28.15,-0.15,1096885,31071028,綠縮,否,是,28.15,28.15,28.15,28.15,0.0,0.0,0.0
8201,無敵,2026-04-17,13.3,-0.25,90320,1201590,紅縮,否,是,13.3,13.3,13.3,13.3,0.0,0.0,0.0
8210,勤誠,2026-04-17,1020.0,0.0,2517766,2586048295,綠縮,否,是,1020.0,1020.0,1020.0,1020.0,0.0,0.0,0.0
8213,志超,2026-04-17,36.6,0.55,1495776,55158724,綠縮,否,是,36.6,36.6,36.6,36.6,0.0,0.0,0.0
8215,明基材,2026-04-17,29.25,2.65,6467593,186902958,綠縮,否,是,29.25,29.25,29.25,29.25,0.0,0.0,0.0
8222,寶一,2026-04-17,37.85,0.15,527010,20008259,綠縮,否,是,37.85,37.85,37.85,37.85,0.0,0.0,0.0
8249,菱光,2026-04-17,50.2,0.2,357054,17963492,綠縮,否,是,50.2,50.2,50.2,50.2,0.0,0.0,0.0
8261,富鼎,2026-04-17,127.5,11.5,10714805,1328668003,綠縮,否,是,127.5,127.5,127.5,127.5,0.0,0.0,0.0
8271,宇瞻,2026-04-17,179.5,16.0,6360734,1140814073,綠縮,否,是,179.5,179.5,179.5,179.5,0.0,0.0,0.0
8341,日友,2026-04-17,76.3,-0.1,164317,12540225,紅縮,否,是,76.3,76.3,76.3,76.3,0.0,0.0,0.0
8367,建新國際,2026-04-17,43.7,-0.1,15779,691047,,否,是,43.7,43.7,43.7,43.7,0.0,0.0,0.0
8374,羅昇,2026-04-17,81.6,-1.0,722164,59740679,綠縮,否,是,81.6,81.6,81.6,81.6,0.0,0.0,0.0
8404,百和興業-KY,2026-04-17,17.95,-0.15,317107,5722403,紅縮,否,是,17.95,17.95,17.95,17.95,0.0,0.0,0.0
8411,福貞-KY,2026-04-17,12.35,-0.05,110696,1361140,紅縮,否,是,12.35,12.35,12.35,12.35,0.0,0.0,0.0
8422,可寧衛*,2026-04-17,29.45,-0.45,11704622,348116858,紅縮,否,是,29.45,29.45,29.45,29.45,0.0,0.0,0.0
8429,金麗-KY,2026-04-17,6.87,-0.03,244151,1676192,紅縮,否,是,6.87,6.87,6.87,6.87,0.0,0.0,0.0
8438,昶昕,2026-04-17,88.3,2.7,1501457,131775422,,否,是,88.3,88.3,88.3,88.3,0.0,0.0,0.0
8442,威宏-KY,2026-04-17,52.2,-0.1,69804,3680049,紅縮,否,是,52.2,52.2,52.2,52.2,0.0,0.0,0.0
8443,阿瘦,2026-04-17,12.05,0.0,92424,1090482,紅縮,否,是,12.05,12.05,12.05,12.05,0.0,0.0,0.0
8454,富邦媒,2026-04-17,175.5,-4.0,661236,117373660,紅縮,否,是,175.5,175.5,175.5,175.5,0.0,0.0,0.0
8462,柏文,2026-04-17,142.0,0.0,43590,6183413,,否,是,142.0,142.0,142.0,142.0,0.0,0.0,0.0
8463,潤泰材,2026-04-17,23.1,0.0,169596,3920207,綠縮,否,是,23.1,23.1,23.1,23.1,0.0,0.0,0.0
8464,億豐,2026-04-17,368.5,-1.5,544716,201537381,綠縮,否,是,368.5,368.5,368.5,368.5,0.0,0.0,0.0
8466,美吉吉-KY,2026-04-17,17.75,-0.1,39003,696102,紅縮,否,是,17.75,17.75,17.75,17.75,0.0,0.0,0.0
8467,波力-KY,2026-04-17,155.0,-2.0,24571,3840866,綠縮,否,是,155.0,155.0,155.0,155.0,0.0,0.0,0.0
8473,山林水,2026-04-17,37.4,-0.4,379659,14251313,紅縮,否,是,37.4,37.4,37.4,37.4,0.0,0.0,0.0
8476,台境*,2026-04-17,18.2,0.0,466991,8452171,,否,是,18.2,18.2,18.2,18.2,0.0,0.0,0.0
8478,東哥遊艇,2026-04-17,171.5,2.0,108840,18521506,,否,是,171.5,171.5,171.5,171.5,0.0,0.0,0.0
8481,政伸,2026-04-17,42.1,0.15,27861,1170488,紅縮,否,是,42.1,42.1,42.1,42.1,0.0,0.0,0.0
8482,商億-KY,2026-04-17,49.8,0.6,10220,510025,,否,是,49.8,49.8,49.8,49.8,0.0,0.0,0.0
8487,愛爾達-創,2026-04-17,79.4,-0.3,48615,3846054,,否,是,79.4,79.4,79.4,79.4,0.0,0.0,0.0
8488,吉源-KY,2026-04-17,10.5,0.15,8217,86124,紅縮,否,是,10.5,10.5,10.5,10.5,0.0,0.0,0.0
8499,鼎炫-KY,2026-04-17,270.0,0.0,49953,13525728,,否,是,270.0,270.0,270.0,270.0,0.0,0.0,0.0
8926,台汽電,2026-04-17,45.2,0.6,1683179,75979799,綠縮,否,是,45.2,45.2,45.2,45.2,0.0,0.0,0.0
8940,新天地,2026-04-17,18.0,0.0,34313,617066,綠縮,否,是,18.0,18.0,18.0,18.0,0.0,0.0,0.0
8996,高力,2026-04-17,1220.0,105.0,1479470,1735315570,綠縮,否,是,1220.0,1220.0,1220.0,1220.0,0.0,0.0,0.0
9103,美德醫療-DR,2026-04-17,4.93,-0.11,840726,4170502,綠縮,否,是,4.93,4.93,4.93,4.93,0.0,0.0,0.0
910322,康師傅-DR,2026-04-17,25.4,-0.8,13497,344650,綠縮,否,是,25.4,25.4,25.4,25.4,0.0,0.0,0.0
9105,泰金寶-DR,2026-04-17,5.6,-0.34,35724880,203550820,綠縮,否,是,5.6,5.6,5.6,5.6,0.0,0.0,0.0
910861,神州-DR,2026-04-17,4.35,0.01,497002,2151988,紅縮,否,是,4.35,4.35,4.35,4.35,0.0,0.0,0.0
9110,越南控-DR,2026-04-17,3.1,0.03,19000,57650,紅縮,否,是,3.1,3.1,3.1,3.1,0.0,0.0,0.0
911608,明輝-DR,2026-04-17,2.84,-0.04,46002,131664,綠縮,否,是,2.84,2.84,2.84,2.84,0.0,0.0,0.0
911622,泰聚亨-DR,2026-04-17,3.83,-0.03,31780,121056,,否,是,3.83,3.83,3.83,3.83,0.0,0.0,0.0
911868,同方友友-DR,2026-04-17,1.26,0.0,1203001,1496961,紅縮,否,是,1.26,1.26,1.26,1.26,0.0,0.0,0.0
912000,晨訊科-DR,2026-04-17,2.44,-0.02,740173,1803848,紅縮,否,是,2.44,2.44,2.44,2.44,0.0,0.0,0.0
9136,巨騰-DR,2026-04-17,10.15,0.69,3516047,35472816,紅縮,否,是,10.15,10.15,10.15,10.15,0.0,0.0,0.0
9802,鈺齊-KY,2026-04-17,78.7,-2.3,1732041,137960345,綠縮,否,是,78.7,78.7,78.7,78.7,0.0,0.0,0.0
9902,台火,2026-04-17,14.8,-0.1,239462,3584142,綠縮,否,是,14.8,14.8,14.8,14.8,0.0,0.0,0.0
9904,寶成,2026-04-17,27.9,-0.2,16297175,455604724,紅縮,否,是,27.9,27.9,27.9,27.9,0.0,0.0,0.0
9905,大華,2026-04-17,21.8,0.2,810392,17814987,紅縮,否,是,21.8,21.8,21.8,21.8,0.0,0.0,0.0
9906,欣巴巴,2026-04-17,41.6,-0.4,102102,4227055,綠縮,否,是,41.6,41.6,41.6,41.6,0.0,0.0,0.0
9907,統一實,2026-04-17,18.0,-0.05,2908373,52400738,綠縮,否,是,18.0,18.0,18.0,18.0,0.0,0.0,0.0
9908,大台北,2026-04-17,29.85,0.05,302285,9016136,綠縮,否,是,29.85,29.85,29.85,29.85,0.0,0.0,0.0
9910,豐泰,2026-04-17,77.5,-0.6,1537832,119941361,紅縮,否,是,77.5,77.5,77.5,77.5,0.0,0.0,0.0
9911,櫻花,2026-04-17,83.8,-0.4,411987,34503803,綠縮,否,是,83.8,83.8,83.8,83.8,0.0,0.0,0.0
9912,偉聯,2026-04-17,12.55,-0.05,93515,1167518,綠縮,否,是,12.55,12.55,12.55,12.55,0.0,0.0,0.0
9914,美利達,2026-04-17,60.9,-1.4,1294389,79545538,紅縮,否,是,60.9,60.9,60.9,60.9,0.0,0.0,0.0
9917,中保科,2026-04-17,116.5,0.0,387285,44912251,綠縮,否,是,116.5,116.5,116.5,116.5,0.0,0.0,0.0
9918,欣天然,2026-04-17,43.6,0.1,92652,4024839,綠縮,否,是,43.6,43.6,43.6,43.6,0.0,0.0,0.0
9919,康那香,2026-04-17,14.8,-0.25,992914,14804688,綠縮,否,是,14.8,14.8,14.8,14.8,0.0,0.0,0.0
9921,巨大,2026-04-17,69.2,-2.2,1911972,133295219,紅縮,否,是,69.2,69.2,69.2,69.2,0.0,0.0,0.0
9924,福興,2026-04-17,45.05,-0.2,92610,4180323,綠縮,否,是,45.05,45.05,45.05,45.05,0.0,0.0,0.0
9925,新保,2026-04-17,40.75,0.0,185608,7555893,綠縮,否,是,40.75,40.75,40.75,40.75,0.0,0.0,0.0
9926,新海,2026-04-17,50.0,0.05,25794,1288887,綠縮,否,是,50.0,50.0,50.0,50.0,0.0,0.0,0.0
9927,泰銘,2026-04-17,70.5,-0.2,94344,6644787,綠縮,否,是,70.5,70.5,70.5,70.5,0.0,0.0,0.0
9928,中視,2026-04-17,17.7,-0.2,57254,1017557,綠縮,否,是,17.7,17.7,17.7,17.7,0.0,0.0,0.0
9929,秋雨,2026-04-17,12.7,-0.65,62884,784517,綠縮,否,是,12.7,12.7,12.7,12.7,0.0,0.0,0.0
9930,中聯資源,2026-04-17,71.1,0.2,101698,7213605,綠縮,否,是,71.1,71.1,71.1,71.1,0.0,0.0,0.0
9931,欣高,2026-04-17,36.0,0.0,99806,3602819,綠縮,否,是,36.0,36.0,36.0,36.0,0.0,0.0,0.0
9933,中鼎,2026-04-17,38.5,0.55,9069313,349276011,紅縮,否,是,38.5,38.5,38.5,38.5,0.0,0.0,0.0
9934,成霖,2026-04-17,9.63,-0.01,387745,3725479,紅縮,否,是,9.63,9.63,9.63,9.63,0.0,0.0,0.0
9935,慶豐富,2026-04-17,19.1,-0.15,261392,4969131,綠縮,否,是,19.1,19.1,19.1,19.1,0.0,0.0,0.0
9937,全國,2026-04-17,57.5,0.1,36895,2122069,綠縮,否,是,57.5,57.5,57.5,57.5,0.0,0.0,0.0
9938,百和,2026-04-17,46.35,-0.4,1073366,49877872,紅縮,否,是,46.35,46.35,46.35,46.35,0.0,0.0,0.0
9939,宏全,2026-04-17,114.5,0.0,568078,64796150,綠縮,否,是,114.5,114.5,114.5,114.5,0.0,0.0,0.0
9940,信義,2026-04-17,20.1,-0.1,292605,5891628,紅縮,否,是,20.1,20.1,20.1,20.1,0.0,0.0,0.0
9941,裕融,2026-04-17,78.3,0.5,1871193,146330079,紅縮,否,是,78.3,78.3,78.3,78.3,0.0,0.0,0.0
9941A,裕融甲特,2026-04-17,51.0,,12000,612000,,否,是,51.0,51.0,51.0,51.0,0.0,0.0,0.0
9942,茂順,2026-04-17,117.5,-0.5,48445,5696179,綠縮,否,是,117.5,117.5,117.5,117.5,0.0,0.0,0.0
9943,好樂迪,2026-04-17,57.1,-0.1,104272,5941202,綠縮,否,是,57.1,57.1,57.1,57.1,0.0,0.0,0.0
9944,新麗,2026-04-17,16.7,0.05,51470,852765,紅縮,否,是,16.7,16.7,16.7,16.7,0.0,0.0,0.0
9945,潤泰新,2026-04-17,24.65,-0.5,10116504,251437960,紅縮,否,是,24.65,24.65,24.65,24.65,0.0,0.0,0.0
9946,三發地產,2026-04-17,16.8,-0.2,506171,8545294,綠縮,否,是,16.8,16.8,16.8,16.8,0.0,0.0,0.0
9955,佳龍,2026-04-17,31.1,-0.95,673841,21214119,綠縮,否,是,31.1,31.1,31.1,31.1,0.0,0.0,0.0
9958,世紀鋼,2026-04-17,106.0,-0.5,1542462,162571876,綠縮,否,是,106.0,106.0,106.0,106.0,0.0,0.0,0.0
